Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-21 16:11:32.239,0.0,TCP  ,192.168.220.14,56622,14427_195,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 11:52:07.084,0.0,TCP  ,10593_173,443,192.168.220.13,57193.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 15:09:31.158,0.07,TCP  ,192.168.220.16,36146,11218_184,80.0,5,    4694,1,.AP.S.,0,normal,---,---,---
2017-03-17 13:01:37.837,0.0,TCP  ,192.168.220.4,34076,10296_230,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 11:12:59.475,0.0,TCP  ,10784_4,443,192.168.220.7,53711.0,4,     511,1,.AP..F,32,normal,---,---,---
2017-03-16 13:27:06.329,0.0,TCP  ,192.168.220.16,33735,10325_133,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 13:43:34.690,0.024,TCP  ,192.168.220.16,41606,10325_210,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-15 18:36:28.039,0.0,TCP  ,10449_5,443,192.168.220.8,34658.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-21 18:11:57.360,0.0,UDP  ,192.168.220.16,5353,10008_251,5353.0,1,     147,1,......,0,normal,---,---,---
2017-03-15 15:46:12.242,0.033,TCP  ,192.168.220.14,42037,10085_31,443.0,5,     906,1,.AP.S.,0,normal,---,---,---
2017-03-18 16:00:03.091,0.052,TCP  ,10305_148,443,192.168.220.14,60820.0,10,    1180,1,.AP.SF,32,normal,---,---,---
2017-03-20 11:42:50.972,0.035,TCP  ,10251_67,80,192.168.220.16,46608.0,3,     834,1,.AP.S.,0,normal,---,---,---
2017-03-16 10:18:19.624,0.0,TCP  ,192.168.220.5,51046,10573_70,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 16:03:22.114,0.001,UDP  ,DNS,53,192.168.220.10,56632.0,2,     302,1,......,0,normal,---,---,---
2017-03-15 13:53:11.295,0.0,TCP  ,192.168.200.4,41271,10415_65,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 04:14:58.719,0.04,UDP  ,DNS,53,192.168.220.16,33078.0,2,     537,1,......,0,normal,---,---,---
2017-03-15 07:59:03.585,0.0,TCP  ,192.168.220.4,40090,10447_12,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 11:40:47.037,0.647,TCP  ,192.168.220.11,50641,10086_192,80.0,11,    6874,1,.AP...,0,normal,---,---,---
2017-03-17 15:51:18.473,0.191,TCP  ,192.168.220.16,50184,10449_5,443.0,5,    1267,1,.AP...,0,normal,---,---,---
2017-03-16 16:39:57.826,0.238,TCP  ,11250_15,443,192.168.200.8,49773.0,3,     162,1,.A...F,32,normal,---,---,---
2017-03-17 12:10:51.474,0.0,TCP  ,10001_232,443,192.168.220.6,42419.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 06:18:32.267,0.04,UDP  ,192.168.220.6,45508,DNS,53.0,2,     150,1,......,0,normal,---,---,---
2017-03-17 10:18:02.197,0.0,TCP  ,192.168.220.8,36541,11595_232,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 13:51:07.181,0.219,TCP  ,192.168.210.5,59153,10089_52,80.0,2,     805,1,.AP...,0,normal,---,---,---
2017-03-16 10:04:38.088,0.0,UDP  ,DNS,53,192.168.220.15,42673.0,2,     240,1,......,0,normal,---,---,---
2017-03-17 08:36:54.883,0.0,TCP  ,192.168.220.13,48727,12027_4,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 14:08:57.147,0.0,TCP  ,192.168.220.13,55678,10191_163,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 17:11:42.474,1.093,TCP  ,192.168.210.5,61911,10060_27,80.0,3,     163,1,.A...F,0,normal,---,---,---
2017-03-16 16:02:49.725,0.0,TCP  ,192.168.210.5,58997,10081_164,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-15 15:12:58.281,0.0,TCP  ,192.168.220.4,41221,10642_43,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 12:57:36.599,0.349,TCP  ,10586_22,443,192.168.220.15,60660.0,7,     872,1,.APRSF,32,normal,---,---,---
2017-03-17 10:42:43.193,0.0,UDP  ,192.168.220.11,57450,DNS,53.0,1,      79,1,......,0,normal,---,---,---
2017-03-17 13:09:41.773,0.175,TCP  ,192.168.220.16,49526,10492_168,443.0,2,     132,1,.A....,0,normal,---,---,---
2017-03-19 10:04:32.561,0.0,TCP  ,192.168.200.8,49221,10296_230,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-16 07:01:34.912,0.0,TCP  ,192.168.210.5,65005,10807_53,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-15 11:33:19.171,0.003,TCP  ,192.168.220.7,37191,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-21 11:08:46.751,0.001,UDP  ,192.168.220.11,43683,DNS,53.0,2,     162,1,......,0,normal,---,---,---
2017-03-20 18:44:54.131,0.0,TCP  ,11054_192,443,192.168.220.8,41166.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 14:29:20.857,0.0,TCP  ,192.168.220.11,58844,10578_48,443.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-15 17:34:54.995,2.048,TCP  ,10163_60,443,192.168.200.8,50538.0,5,     993,1,.AP..F,0,normal,---,---,---
2017-03-18 13:52:40.226,0.0,TCP  ,192.168.220.14,42173,10296_230,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 08:49:06.022,0.0,TCP  ,192.168.220.11,41585,11062_193,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 15:51:09.489,0.0,TCP  ,10521_178,443,192.168.220.11,54954.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 12:31:01.348,0.0,UDP  ,192.168.220.13,44553,DNS,53.0,2,     144,1,......,0,normal,---,---,---
2017-03-16 15:02:38.632,0.0,TCP  ,192.168.210.5,56418,10743_1,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-18 13:38:00.261,0.0,TCP  ,10532_205,80,192.168.220.14,42113.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 11:42:51.712,0.0,TCP  ,10022_230,443,192.168.200.8,49731.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 18:20:27.614,0.0,TCP  ,192.168.220.15,41832,10056_251,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 16:04:11.981,0.039,UDP  ,DNS,53,192.168.220.12,36965.0,2,     226,1,......,0,normal,---,---,---
2017-03-20 09:27:23.243,0.0,UDP  ,192.168.210.5,55411,DNS,53.0,1,85,1,......,0,normal,---,---,---
2017-03-17 17:48:13.553,0.099,TCP  ,10122_64,80,192.168.220.13,39516.0,2,     108,1,.A...F,32,normal,---,---,---
2017-03-19 10:10:19.061,0.0,TCP  ,192.168.200.8,51161,10223_4,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-20 15:03:17.241,0.0,TCP  ,10540_49,80,192.168.220.6,33505.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 10:53:22.188,0.686,TCP  ,10667_192,443,192.168.220.15,35387.0,4,    2202,1,.AP..F,32,normal,---,---,---
2017-03-21 15:29:44.466,0.018,TCP  ,10956_183,443,192.168.220.8,47520.0,2,     867,1,.AP...,0,normal,---,---,---
2017-03-18 07:19:07.746,0.45,TCP  ,10240_139,443,192.168.220.7,53895.0,9,    6778,1,.AP.SF,0,normal,---,---,---
2017-03-15 18:33:36.085,0.0,TCP  ,11889_144,80,192.168.220.7,45419.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 17:50:39.364,0.18,TCP  ,10062_127,443,192.168.220.8,54020.0,2,     163,1,.AP..F,32,normal,---,---,---
2017-03-20 11:56:05.096,0.0,UDP  ,DNS,53,192.168.220.13,54831.0,1,     150,1,......,0,normal,---,---,---
2017-03-20 11:15:17.772,0.004,UDP  ,192.168.220.14,50853,DNS,53.0,2,     168,1,......,0,normal,---,---,---
2017-03-21 17:47:28.878,0.0,TCP  ,10341_141,443,192.168.220.4,58528.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 15:16:10.350,0.001,TCP  ,192.168.210.5,57245,10527_2,80.0,3,    1472,1,.AP...,0,normal,---,---,---
2017-03-17 12:40:28.388,0.0,TCP  ,192.168.220.10,58197,10096_86,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 06:23:09.729,0.0,TCP  ,10075_194,80,192.168.220.11,59487.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 06:16:27.146,0.0,TCP  ,10455_2,443,192.168.220.6,35102.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-17 15:40:19.198,0.057,TCP  ,192.168.220.14,51892,10061_188,80.0,12,    1209,1,.AP.S.,0,normal,---,---,---
2017-03-17 15:48:00.959,0.0,TCP  ,10086_192,80,192.168.220.14,45673.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 14:16:54.415,0.089,TCP  ,10527_6,443,192.168.220.6,54937.0,6,     584,1,.AP...,32,normal,---,---,---
2017-03-17 13:09:59.169,0.0,TCP  ,192.168.210.4,51533,10206_7,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-21 11:49:38.634,0.046,UDP  ,DNS,53,192.168.220.16,49670.0,2,     496,1,......,0,normal,---,---,---
2017-03-21 06:03:39.259,0.0,TCP  ,192.168.100.5,445,192.168.200.4,33133.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-21 12:55:23.204,0.0,TCP  ,192.168.220.5,38840,10022_175,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 17:50:06.363,0.481,TCP  ,14858_9,443,192.168.220.4,49057.0,6,    4905,1,.AP.S.,32,normal,---,---,---
2017-03-17 08:32:02.188,0.0,TCP  ,192.168.220.11,34105,10296_238,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 17:17:35.042,0.138,TCP  ,10261_148,443,192.168.220.14,54474.0,6,    5704,1,.AP.S.,32,normal,---,---,---
2017-03-20 17:37:51.000,0.001,UDP  ,192.168.220.14,41651,DNS,53.0,2,     154,1,......,0,normal,---,---,---
2017-03-21 19:07:20.486,0.0,TCP  ,10637_200,80,192.168.210.5,50464.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 08:42:03.600,0.019,TCP  ,192.168.220.13,36328,10085_100,80.0,2,     140,1,.A..S.,0,normal,---,---,---
2017-03-16 10:41:14.259,0.0,TCP  ,192.168.220.11,56409,10056_26,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 16:29:17.389,0.039,TCP  ,192.168.220.4,50632,12577_213,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-17 16:37:56.644,0.0,TCP  ,10063_33,80,192.168.220.13,41081.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 15:45:12.384,0.0,UDP  ,192.168.220.10,137,192.168.220.255,137.0,1,      92,1,......,0,normal,---,---,---
2017-03-15 06:38:11.016,0.028,TCP  ,10163_11,443,192.168.210.5,61495.0,3,     193,1,.AP..F,0,normal,---,---,---
2017-03-15 06:16:41.429,0.186,TCP  ,192.168.220.4,42595,10186_125,443.0,4,     264,1,.A...F,0,normal,---,---,---
2017-03-18 13:36:27.879,0.0,TCP  ,10022_175,443,192.168.220.7,53637.0,3,     229,1,.AP..F,32,normal,---,---,---
2017-03-15 08:43:17.918,0.001,TCP  ,10075_195,443,192.168.220.11,42467.0,2,     178,1,.AP...,32,normal,---,---,---
2017-03-16 06:43:25.878,0.0,TCP  ,192.168.220.6,37535,10056_149,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 15:15:34.513,0.0,TCP  ,192.168.220.15,59551,10056_218,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 12:26:35.585,0.0,TCP  ,192.168.220.8,33493,13190_219,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 17:15:47.566,0.0,TCP  ,10281_243,443,192.168.220.13,57396.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 11:16:31.634,1.932,TCP  ,14423_152,443,192.168.220.16,52759.0,6,    1376,1,.AP...,32,normal,---,---,---
2017-03-16 09:11:10.032,0.0,UDP  ,192.168.200.9,64198,DNS,53.0,1,      72,1,......,0,normal,---,---,---
2017-03-21 10:52:48.817,0.302,TCP  ,192.168.210.5,49950,10321_204,443.0,18,    1438,1,.AP...,0,normal,---,---,---
2017-03-15 15:26:09.021,0.023,TCP  ,10163_10,443,192.168.210.5,49629.0,3,     193,1,.AP..F,0,normal,---,---,---
2017-03-16 19:56:11.642,0.022,TCP  ,192.168.220.16,60802,EXT_SERVER,8082.0,2,338,1,.AP...,0,normal,---,---,---
2017-03-16 14:04:13.701,0.041,TCP  ,192.168.200.4,59897,10282_194,80.0,12,    1177,1,.AP.S.,0,normal,---,---,---
2017-03-15 10:12:15.693,0.0,TCP  ,10279_52,80,192.168.200.8,59307.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 17:41:23.168,0.0,TCP  ,192.168.100.5,445,192.168.200.4,56983.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-20 11:42:42.209,0.03,TCP  ,192.168.220.10,47280,11250_25,80.0,2,     140,1,.A..S.,0,normal,---,---,---
2017-03-16 14:35:12.311,0.0,TCP  ,192.168.220.7,53446,10004_7,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 16:28:34.291,0.0,TCP  ,192.168.220.15,54642,10315_240,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 15:01:14.456,0.0,TCP  ,10870_108,80,192.168.220.15,34830.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 09:22:46.281,0.003,UDP  ,DNS,53,192.168.220.13,34524.0,2,     375,1,......,0,normal,---,---,---
2017-03-21 16:48:38.557,0.0,TCP  ,10229_197,80,192.168.220.15,39179.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 16:38:21.209,0.027,TCP  ,192.168.220.13,32967,10098_126,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-21 12:11:20.728,0.0,TCP  ,192.168.220.15,33710,10010_37,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 16:12:43.267,0.052,TCP  ,10073_64,443,192.168.220.15,42745.0,6,    5052,1,.AP.S.,32,normal,---,---,---
2017-03-17 10:58:26.841,0.035,UDP  ,192.168.220.8,49415,DNS,53.0,2,     146,1,......,0,normal,---,---,---
2017-03-21 05:54:56.996,0.004,TCP  ,192.168.220.15,60101,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-21 07:14:27.466,0.103,TCP  ,192.168.220.4,55217,14464_175,80.0,4,    1787,1,.AP...,0,normal,---,---,---
2017-03-15 13:49:02.495,0.0,UDP  ,DNS,53,192.168.220.13,36347.0,2,     299,1,......,0,normal,---,---,---
2017-03-17 12:38:41.136,0.238,TCP  ,11396_48,443,192.168.220.16,52717.0,5,    4150,1,.AP.S.,0,normal,---,---,---
2017-03-21 15:58:22.069,0.039,TCP  ,12324_27,80,192.168.220.14,35770.0,3,    2130,1,.AP.S.,32,normal,---,---,---
2017-03-15 17:04:01.774,0.03,TCP  ,10082_183,80,192.168.200.8,63673.0,2,     571,1,.AP...,32,normal,---,---,---
2017-03-17 17:50:41.275,0.897,TCP  ,10087_41,443,192.168.220.13,43787.0,6,     587,1,.AP.SF,0,normal,---,---,---
2017-03-17 10:40:23.126,0.698,TCP  ,192.168.220.16,53420,13870_5,80.0,4,     961,1,.AP.SF,0,normal,---,---,---
2017-03-16 14:22:17.855,0.0,TCP  ,10056_20,443,192.168.210.5,52815.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-18 09:47:02.503,0.0,UDP  ,192.168.220.12,138,192.168.220.255,138.0,1,     262,1,......,0,normal,---,---,---
2017-03-17 13:52:58.237,0.0,TCP  ,12474_85,443,192.168.210.5,58950.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 10:36:50.078,0.0,TCP  ,12494_47,80,192.168.220.10,51423.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-21 13:32:40.985,0.003,UDP  ,192.168.220.4,50822,DNS,53.0,2,     162,1,......,0,normal,---,---,---
2017-03-17 11:25:11.148,0.0,TCP  ,192.168.220.16,55087,10081_164,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 18:14:43.026,0.0,TCP  ,192.168.220.8,39825,10875_6,443.0,2,     108,1,...R..,32,normal,---,---,---
2017-03-20 10:18:56.624,0.0,TCP  ,192.168.220.8,50189,11471_173,443.0,2,     163,1,.AP..F,0,normal,---,---,---
2017-03-20 09:00:59.478,0.0,TCP  ,12236_43,80,192.168.220.13,44638.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 11:56:32.062,0.0,UDP  ,192.168.220.6,54982,DNS,53.0,2,     148,1,......,0,normal,---,---,---
2017-03-20 22:44:09.004,0.003,TCP  ,192.168.200.5,35615,192.168.100.5,445.0,2,174,1,.AP...,0,normal,---,---,---
2017-03-20 15:54:23.020,0.0,TCP  ,12210_162,80,192.168.220.16,33700.0,2,     132,1,.A...F,32,normal,---,---,---
2017-03-20 16:41:44.231,0.0,TCP  ,192.168.220.15,58183,10098_125,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 12:35:48.162,0.0,TCP  ,192.168.200.8,54571,10527_14,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-16 10:33:48.245,0.0,TCP  ,10077_156,80,192.168.220.15,38686.0,1,      78,1,.A....,32,normal,---,---,---
2017-03-20 11:29:30.348,0.0,UDP  ,192.168.210.5,55863,DNS,53.0,1,      72,1,......,0,normal,---,---,---
2017-03-18 12:09:26.170,0.0,TCP  ,10143_66,443,192.168.220.7,40608.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-16 13:52:01.457,0.002,TCP  ,192.168.220.12,47849,10465_139,443.0,2,     108,1,...R..,0,normal,---,---,---
2017-03-21 12:45:45.433,0.0,TCP  ,192.168.220.10,46187,11571_149,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 16:18:11.668,0.302,TCP  ,192.168.220.14,47636,10077_156,80.0,8,    2103,1,.AP...,0,normal,---,---,---
2017-03-21 19:03:49.941,0.0,TCP  ,192.168.210.5,64193,10176_94,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-17 16:10:53.156,0.0,UDP  ,DNS,53,192.168.220.10,46843.0,2,     302,1,......,0,normal,---,---,---
2017-03-15 16:10:30.717,0.0,TCP  ,192.168.220.14,49345,10012_9,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 12:07:40.462,0.002,UDP  ,DNS,53,192.168.220.16,42510.0,2,     273,1,......,0,normal,---,---,---
2017-03-21 17:55:56.385,0.0,TCP  ,13664_32,443,192.168.200.8,51461.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 11:37:05.995,0.0,UDP  ,192.168.220.8,58992,DNS,53.0,2,     158,1,......,0,normal,---,---,---
2017-03-16 07:51:57.887,0.017,TCP  ,10798_7,443,192.168.220.7,49642.0,4,     247,1,.AP..F,32,normal,---,---,---
2017-03-17 17:59:34.000,0.0,TCP  ,10901_40,443,192.168.220.4,38448.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 13:28:11.914,0.0,TCP  ,10012_27,443,192.168.220.16,46421.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 13:32:21.490,0.0,UDP  ,DNS,53,192.168.220.11,48334.0,2,     198,1,......,0,normal,---,---,---
2017-03-15 06:50:37.362,0.0,TCP  ,10075_193,80,192.168.220.6,51933.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 09:53:46.081,0.13,TCP  ,10004_36,443,192.168.200.9,53993.0,2,     200,1,.AP...,32,normal,---,---,---
2017-03-17 15:02:05.295,0.0,TCP  ,192.168.220.11,54789,11618_65,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 07:17:07.733,0.0,TCP  ,10598_125,443,192.168.210.5,52691.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 18:07:28.414,1.96,TCP  ,11889_144,443,192.168.220.9,44854.0,7,    4573,1,.AP.SF,32,normal,---,---,---
2017-03-17 12:45:45.522,0.557,TCP  ,10163_11,443,192.168.220.12,56074.0,7,    6738,1,.AP.S.,0,normal,---,---,---
2017-03-20 11:11:28.794,0.026,TCP  ,192.168.220.10,60818,10296_238,443.0,3,     603,1,.AP...,0,normal,---,---,---
2017-03-21 13:42:53.171,0.816,TCP  ,192.168.220.16,37131,10012_19,80.0,7,    1439,1,.AP...,0,normal,---,---,---
2017-03-15 06:06:00.733,2.406,TCP  ,192.168.220.4,33466,10068_2,443.0,12,    1478,1,.AP...,0,normal,---,---,---
2017-03-15 14:34:31.460,0.0,TCP  ,10056_9,443,192.168.220.6,48027.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 18:28:40.413,0.0,TCP  ,10593_173,443,192.168.220.14,34661.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 08:56:06.593,0.395,TCP  ,10619_191,443,192.168.210.5,56567.0,124,  324753,1,.AP.S.,0,normal,---,---,---
2017-03-20 14:06:36.428,2.268,TCP  ,10296_227,443,192.168.200.8,57966.0,23,    2361,1,.AP...,32,normal,---,---,---
2017-03-18 21:57:51.753,0.0,UDP  ,192.168.220.14,138,192.168.220.255,138.0,1,262,1,......,0,normal,---,---,---
2017-03-16 15:43:58.382,0.0,TCP  ,192.168.220.16,53687,10607_98,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 15:08:35.107,0.0,TCP  ,192.168.210.5,57774,10870_108,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-19 00:15:15.749,0.098,TCP  ,192.168.210.5,64643,10296_238,443.0,10,1756,1,.AP.S.,0,normal,---,---,---
2017-03-21 13:57:33.866,0.0,TCP  ,10541_251,80,192.168.210.5,57475.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 12:46:20.988,0.067,TCP  ,10714_139,80,192.168.220.13,45979.0,3,    1427,1,.A..SF,32,normal,---,---,---
2017-03-16 11:19:46.550,0.029,TCP  ,10263_185,80,192.168.220.16,60975.0,3,     745,1,.AP.S.,32,normal,---,---,---
2017-03-21 10:08:14.672,0.0,TCP  ,192.168.220.13,36096,14253_30,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 15:53:18.000,0.004,UDP  ,192.168.220.9,38702,DNS,53.0,2,     180,1,......,0,normal,---,---,---
2017-03-20 16:32:33.208,0.052,TCP  ,10789_31,80,192.168.220.15,55382.0,4,    1969,1,.AP.S.,0,normal,---,---,---
2017-03-15 01:41:20.569,0.0,TCP  ,192.168.100.5,445,192.168.220.12,49511.0,1,     108,1,.AP...,0,normal,---,---,---
